编号,企业名称,职位描述
28002,上海航新航宇机械技术有限公司,岗位职责/：/1/、/从事/航空/产品设计/和/民航/机械/部件/技术开发/。/2/、/协调/机加/车间/进行/工艺/方案/的/策划/和/实施/。/任职/要求/:/1/、/本科/以上学历/，/流体/控制/、/机械设计/等/相关/专业/。/2/、/3/年/以上/机械设计/经验/，/独立/完成/过/工装/、/设备/或/航空/产品/全过程/开发/，/熟练/使用/CAD/\/CAXA/\/SOLIDWORK/，/熟悉/相关/有限元/分析/软件/。/3/、/熟悉/航空/机械设计/相关/的/国家标准/和/行业标准/。/4/、/英语/四级/以上/，/能/熟练/读写/。/5/、/熟悉/CCAR/-/21/部/设计/批准/相关/程序/和/CCAR/-/25/部等/标准/、/有/CAAC委任/代表/相关/培训/资质/优先/。/（/更/多/数据/，/详见/马克/数据网/）
28003,广州斯达尔科技有限公司,职位/描述/：/1/、/负责/公司/产品/的/系统/设计/，/包括/产品/需求/管理/、/系统/架构设计/、/项目/策划/、/组织/项目组/开展/方案/论证/和/设计/，/并/按/质量/管理体系/要求/组织/推进/项目/工作/；/2/、/负责/用户/需求/调研/和/沟通/，/指定/系统/需求/或/研制/要求/等/系统/需求/文档/，/为/设计/提供/有效/输入/；/3/、/负责/系统/总体方案/设计/，/按/质量/管理体系/流程/推进/产品/的/研制/工作/，/组织/解决/项目/各/阶段/的/技术/问题/，/负责/产品/的/总体性/文件/编制/；/4/、/负责/产品/研制/、/加工/中/的/工艺/设计/及/相关/特性/要求/设计/；/5/、/参与/通用/技术/平台/开发/，/推进/技术规范/的/体系/建设/。/任职/要求/：/1/、/电子/、/电气/、/自动化/、/测控/或/其他/相关/专业本科/或/以上学历/；/2/、/具备/优秀/的/沟通/表达/和/协调/能力/；/3/、/具备/良好/的/学习/能力/，/能够/承担/一定/的/工作/压力/；/4/、/有/通信/、/测控/、/航空/类产品/研发/经验者/优先/；/5/、/具备/系统/设计/“/六性/”/或/工艺/设计/经验者/优先/。
61657,江苏科速博新能源发展有限公司,"主要职责/：/一/、/完成/生产/计划/管理/。/1/./制定/生产/计划/1.1/-/根据/销售/订单/，/协助/指定/项目/生产/计划/及/日别/计划/；/1.2/-/将/订单/转化/为/生产/PR/,/协调/订单/评审/及交期/跟进/；/1.3/-/通过/系统/（/如/SAP/,/ERP/）/分解/订单/需求/，/生成/自制/件/和/外购/件/计划/；/2/./生产/进度/跟进/1.1/-/监控/生产/执行/情况/，/及时/调整计划/以/适应/异常/（/如/物料/延迟/，/设备/故障/等/）/；/1.2/-/统计分析/产能/数据/，/优化/排程/逻辑/；/二/、/物料/控制/与/采购/协调/1/./物料/需求/分析/1.1/-/根据/生产/计划/分解/物料/需求/，/计划/采购量/；/1.2/-/结合/库存/数据/，/生成/物料/申购/计划/并/提交/采购/部门/；/2/，/采购/进度/跟进/2.1/-/监控/物料/到货/时间/，/跟进/异常/物料/的/退货///补货/流程/；/2.2/-/协调/采购部/处理/交期/延迟/问题/，/确保/物料/供应/与/生产/节奏/匹配/；/三/、/库存/管理/1/./实时/库存/监控/1.1/-/定期/参与/盘点/库存/，/确保/账实/一致/；/1.2/-/分析/库存/数据/，/识别/呆滞/物料/并提/报/处理/建议/；/2/./优化/库存/结构/1.1/-/推动/可用/库存/消耗/（/如像/设计部/提供/库存/子件/信息/）/；/1.2/-/制定/安全/库存/标准/，/降低库存/积压/风险/；/四/、/异常/处理/与/跨部门/协作/1/./异常/相应/1.1/-/解决/生产/及/物料/的/突发/问题/（/如/订单/变更/，/物料/短缺/）/；/1.2/-/对/异常/物料/需在/3/个/工作日内/明确/处理/方案/；/2/./职能/协作/2.1/-/与/采购/，/仓储/，/生产/部门/联动/，/确保/信息/透明/及/物流/顺畅/；/2.2/-/协助/财务报表/盘点/与/订单/损溢/核算/-/具备/数据分析/和/处理/能力/，/能够/对/生产/计划/数据/进行/分析/和/优化/。/-/具备/团队/合作/精神/，/能够/协助/其他/部门/或/团队/完成/任务"
62864,广东好太太科技集团股份有限公司,岗位职责/:/根据/公司/财务管理/和/成本/控制/的/需求/，/通过/审核/采购/付款/申请/、/银行/承兑/资料/、/成本/数据/和/物料/价格/，/以及/完成/对账/、/发票/处理/和/成本/分析/等/工作/，/达到/提升/采购/效率/和/降低成本/，/保障/公司/成本/财务/准确性/和/合规性/。/任职/资格/:/1.1/年/以上/成本会计/工作/经验/，/2/./掌握/对账/基本/技巧/3/./掌握/会计/基础知识/4/./熟悉/使用/办公/软件/5/./熟悉/SAP系统/优先
804,中集运载科技有限公司,职责/描述/:/1/、/负责/法律/合规/相关/要求/在/公司/的/落地/执行/；/2/、/负责/非诉/业务/&/amp/;/诉讼/业务管理/和/应对/；/3/、/负责/合同/管理/相关/工作/，/包括/机制/建设/、/合同/履行/监督/、/合同/档案管理/等/工作/；/4/、/负责/外聘/律/所/的/对接/与/管理/。/任职/要求/:/1/、/法学专业/本科/及/以上学历/，/5/年/以上/工作/经验/，/英语/读写/沟通/熟练/流利/；/2/、/具有/法律/职业/资格证/或/境外/律师/职业/资格证/；/3/、/具有/清晰/的/逻辑思维/能力/，/良好/的/分析判断/、/风险/识别/、/处置/解决/及/应变能力/4/、/具有/良好/的/沟通/协调/和/团队/协作/能力/。/来源/：/百度/搜索/马克/数据网
73374,湖南惠同新材料股份有限公司,工作/内容/：/属于/车间/操作员/，/主要/负责/生产/操作/、/记录/、/设备/基础/清洁/等/方面/的/工作/。/计件/岗/，/*/*/*/，/根据/工作/任务/安排/休息/。/（/每天/工作/时间/8/:/00/-/20/:/00/）/岗位/要求/：/1/、/视力/在/1.0/以上/；/无/不良嗜好/，/遵纪守法/；/有/制造业/工作/经验者/或/纺织厂/工作/经验者/优先/。/相关/待遇/：/1/、/*/*/*/，/法定/节假日/休息/，/综合/工资待遇/每月/4000/-/7000/元/。/2/、/公司/包住/包/工作餐/，/电费/自己/承担/（/宿舍/为/2/-/3/人间/，/有/热水器/、/空调/、/洗衣机/、/电视/及/网络/）/；/3/、/入职/即/购买/五险/。/4/、/具有/较/好/的/上升/空间/。/晋升/空间/：/普工/—/骨干/—/班长/—/工段长/—/车间/主管/，/90%/的/基层/管理/岗位/都/从/企业/内部/员工/提拔/。/实施/能者/上/、/平者/让/、/庸者/下/”/的/晋升/体制/。/5/、/开门红/包/、/传统节日/福利/、/年终/奖励/及/每周/有/长沙/到/益阳/的/免费/通勤/班车/。/6/、/公司/内有/”/乒乓球/、/羽毛球/、/跑步机/“/和/专业/篮球场/。/7/、/每个/工作日/上午/十点/、/下午/三点/门卫室/填表/安排/面试/。/公司地址/：/长沙市/岳麓区/麓/松路/489/号/（/麓/谷/高新区/内/，/湖南省/医疗器械/园旁/）/工作/地点/：/湖南/长沙/麓/谷/高新区/麓/松路/489/号
832,中集新型环保材料股份有限公司,工作/要求/：/1/、/本科/及/以上学历/，/高分子/或/化学/相关/专业/；/2/、/有/良好/的/专业知识/与/专业技能/；/3/、/善于/总结/、/思维/敏捷/、/具备/良好/的/应变能力/和/抗压/能力/；/4/、/吃苦耐劳/，/动手/能力/强/，/能/熟练/操作/双螺杆/，/单螺杆/等/试验设备/，/具有/相关/职称者/优先/；/5/、/学习/能力/强/，/脚踏实地/，/愿意/从/一线/岗位/做起/；/6/、/会/开车/。/工作/内容/：/1/、/负责/PC/、/PP/、/ABS/、/PC///ABS/等/改性/料及/再生/料/的/研发/，/对/产品开发/可/改进/的/全过程/进行/有效/管理/和/控制/，/对/产品/的/配方/、/工艺/、/性能/等/技术/资料/进行/记录/、/总结/、/归档/，/并/按/公司/规定/执行/相关/的/保密工作/；/2/、/按照/公司/及/部门/的/规章制度/和/操作/规范/从事/塑料/改性/新/产品开发/工作/，/包括/制定/配方/、/生产工艺/、/产品/性能指标/及/检验/标准/等/；/3/、/按/公司/要求/对/现有/产品/进行/持续/改进/，/降低成本/，/提高/生产/效率/，/提升/产品品质/；/4/、/开发新/的/系列产品/；/5/、/参与/公司/及/部门/各项/塑料/技术/活动/，/解决/客户/投诉/中/出现/的/质量/技术/问题/。/更/多/数据/：/www/./macrodatas/./cn
88145,安徽开乐专用车辆股份有限公司,专用车/设计/工程师/、/液压/设计师/、/电气/设计师/工资待遇/：/工资/：/4500/起/，/五险/一金/，/带薪/年/假/。/任职/要求/：/本科/及/以上学历/，/学士学位/，/机械设计/、/车辆/工程/等/机械/相关/专业/，/会/二维/及/三维/软件/。/岗位职责/：/1/./负责/日常/合同/车辆/的/派/工单/、/图纸/、/变更/单/的/编制/。/2/./负责/设计/车辆/的/设计方案/，/核查/产品设计/的/客观性/、/经济性/、/准确性/和/可行性/，/编制/产品/的/说明书/、/设计/计算/书/、/设计/任务书/。/3/./负责/设计/车辆/的/使用/情况/、/售后/跟进/、/解决/生产/现场/出现/问题/工作/。/4/./协助/营销/管理部/完成/合同/报价/，/提供/设计方案/参与/竞标/。/晋升/路径/1/./设计员/-/设计/工程师/-/设计/高级/工程师/2/./设计员/-/设计/室主任/-/技术/工程部/正///副/部长/-/技术/副/总经理/3/./设计员/-/业务经理/-/营销部/正///副/部长/-/营销/副/总经理/4/./设计员/-/调度员/-/车间主任/-/制造部///副/部长/-/生产/副/总经理/职位/福利/：/五险/一金/、/全勤奖/、/提供/住宿/、/餐补/、/带薪/年/假/、/节日/福利
62636,江苏新日电动车股份有限公司,岗位职责/：/1/、/负责/冲压/钣金件/零部件/的/设计/、/开发/；/2/、/能/独立/完成/汽车/钣/金/结构设计/对接/模具厂/分析/工序/，/风险/方案/、/产品/成形/分析/；/3/、/懂/模具/结构/，/产品/艺/可行性/分析/，/工序/、/工艺/分解/；/4/、/钣金件/标准化/、/通用化/、/平台化/建设/的/样品/收集/和/文件/起草/；/要求/：/1/、/大专/以上学历/，/机械/相关/专业/；/3/年/以上/冲压/钣/金/的/工作/经验/；/2/、/汽车行业/、/两轮/车/行业/等/优先/考虑/；/熟悉/模具/相关/工艺/；/3/、/沟通/协调/能力/较/好/，/具备/一定/的/主动性/，/能/独立/解决问题/；
56536,奥赛能涡轮增压系统（重庆）有限公司,"Mission/Statement/:/Assure/the/quality/of/the/products/and/the/production/processes/./Assist/achieve/section/annual/quality/objective/./控制/产品/和/生产流程/的/质量/，/协助/完成/本/部门/年度/质量/目标/。/Main/Accountabilities/1/./Participate/in/quality/inspection/and/quality/control/of/full/manufacturing/process/./参与/公司/产品/从/原材料/，/外购/产品/入库/检验/，/零件/加工/、/装配/到/产品/出厂/全过程/的/质量检验/和/控制/工作/。/2/./Prepare/quality/control/plans/,/inspect/work/instructions/,/and/plan/the/inspection/of/products/./编制/产品质量/控制/计划/，/检验/作业/指导书/，/策划/产品/的/检验/和/控制/。/3/./Lead/the/analysis/of/quality/problems/from/the/factory/to/the/customer/,/promote/problem/solving/and/prevent/recurrence/./主导/分析/产品/从入/厂/到/客户/过程/中/的/质量/问题/，/推动/问题/解决/和/预防/再次发生/。/4/./Carry/out/risk/identification/,/evaluation/and/control/of/the/existing/production/process/control/process/,/and/continuously/improve/the/level/of/process/control/./对/现有/的/生产/过程/控制/流程/进行/风险/识别/、/评估/和/控制/，/持续/提升/过程/控制/水平/。/5/./Take/the/lead/in/dealing/with/the/quality/of/customer/feedback/./牵头/处理/客户/反馈/的/质量/问题/。/6/./Establish/and/improve/the/quality/control/mode/of/the/production/process/,/reduce/the/quality/cost/and/improve/the/efficiency/./建立/与/完善/生产/过程/的/质量/管控/模式/，/降低/质量/成本/，/提高效率/。/7/./Participate/in/quality/control/activities/in/new/product/development/projects/,/such/as/quality/control/activities/in/the/review/and/trial/production/stages/./参与/新/产品开发/项目/中/的/质量/控制/活动/，/如/评审/、/试生产/阶段/质量/控制/活动/。/8/./Lead/quality/data/management/and/analysis/,/the/development/of/quality/culture/activities/./牵头/质量/数据管理/、/分析/及/质量/文化/活动/的/开展/。/9/./Other/matters/arranged/by/the/leader/./领导/安排/的/其他/事宜/。/Knowledge/,/Skill/and/Experience/1/./Bachelor/degree/or/above/,/Mechanical/,/electronics/or/Nuclear/Engineering/-/related/major/./本科/及/以上学历/，/机械/、/电子/、/核工程/相关/专业/。/2/./Familiar/with/turbocharger/products/is/preferred/,/Experience/in/the/automotive/industry/is/recommended/./熟悉/涡轮/增压器/产品/优先/，/推荐/汽车行业/相关/经验/。/3/./Familiar/with/ISO9001///IATF16949/and/other/related/system/documents/./熟悉/ISO9001///IATF16949/等/相关/体系/文件/。/4/./Diligence/and/honesty/as/well/as/excellent/communication/skills/and/organizational/skills/./勤奋/、/诚实/以及/优秀/的/沟通/技巧/和/组织协调/能力/。/5/./Be/responsible/,/proactive/and/team/in/your/work/and/practice/the/company/culture/./在/工作/中有/责任心/、/主动性/、/团队精神/和/践行/公司/文化/。/6/./Demonstrated/ability/to/identify/and/solve/problems/./具备/发现/和/解决问题/的/能力/。/7/./Ability/to/work/under/pressure/./能/在/压力/下/工作/。/8/./Above/CET/-/4/level/in/English/./英语/CET4级/以上/。/9/./Exceptional/candidates/may/be/admitted/under/special/circumstances/./条件/优秀/可/适当/放宽/条件/。"
51422,中国航发贵州黎阳航空动力有限公司,一/、/专业/需求/工业/工程/等/相关/专业/。/二/、/职位/描述/1/./根据/总/生产/计划/、/库存/及/产能/制定/月度///周度/生产/计划/，/确保/产品/按时/交付/；/2/./协调/人力/、/设备/、/物料/资源/，/优化/生产/排程/，/提高/设备/利用率/；/3/./监控/生产/进度/，/处理/异常情况/并/调整计划/；/4/./运用/现代/工程技术/和/方法/进行/生产/系统/的/规划/、/设计/、/分析/和/改进/。/5/./完成/上级/交办/的/其他/工作/。
55738,安徽中车浦镇城轨交通运维科技有限公司,任职/要求/：/1/./电气类/专业/（/嵌入式/方向/）/。/2/./统招/全日制/公办/本科/及/以上学历/。/其中/，/双/一流/院校/或/铁路/院校/优先/考虑/。/3/./具备/3/年/及/以上/嵌入式/系统/设计/开发/工作/经验/。/业务/要求/：/熟悉/工控机/、/交换机/等/工控/产品/；/熟悉/并/掌握/工控/软件/的/开发/与/设计/；/熟悉/一种/或/多种/嵌入式/开发/语言/，/例如/C///C++/、/Python/、/C#/等/；/熟悉/工控/系统/的/架构/、/组成/及/特征/，/了解/工控/协议/；/掌握/一定/的/电气/理论知识/和/编写/电气/相关/技术/资料/的/能力
42601,上海铁林投资控股有限责任公司,职责/描述/：/1/、/负责/审核/各类/报销/票据/及/发票/，/并/保证/票据/的/真实性/；/2/、/负责/银行/账户/管理/、/资金/收付/结算/；/3/、/负责/日常/会计核算/工作/，/编制/凭证/，/整理/、/装订/凭证/，/保证/会计/资料完整/、/安全/；/4/、/负责/月/结及/年结/工作/，/出具/财务报表/，/汇算/清缴/等/；/5/、/每月/进行/纳税/申报/、/开具/发票/、/认证/发票/等/税务/相关/事项/；/6/、/负责/与/银行/、/税务/、/工商/、/审计/等/部门/的/对外/联络/及/业务/办理/；/7/、/参与/股权/项目/财务/尽调/、/撰写/财务/尽调/报告/；/8/、/完成/领导/交办/的/其他/工作/。/任职/要求/：/1/、/本科/及/以上学历/，/会计/或/金融/相关/专业/优先/，/有/CPA/及/财务/尽调/经验/优先/；/2/、/1/年/以上/财务/工作/经验/，/熟悉/会计准则/及/相关/法律法规/；/3/、/熟练/运用/office/办公/软件/，/有/使用/财务软件/的/经验/，/金蝶/经验/优先/；/4/、/能够/独立/处理/复杂/的/事务/，/学习/能力/突出/，/责任心/强/，/擅于/沟通/、/积极主动/、/团队/协作/意识/强/。/（/此/岗位/后期/转型/之/公司/资管/、/供应链/业务/（/非销售/）/，/建议者/谨慎/投递/）/微信/公众/号/马克/数据网
42600,上海铁林投资控股有限责任公司,岗位职责/：/1/./配合/承接/集团公司/战略规划/、/对拟/开展业务/的/对应/国家/政策/、/市场/和/行业/进行/分析/调研/，/为/项目/模型/的/建立/提出/建议///意见/；/2/./根据/集团/战略/发展/方向/研究/制定/公司/业务/的/创新/模型/，/负责/产品开发/及/项目/落地/；/3/./全面/风险/管理工作/，/配合/支持/业务/进行/投前/尽职/调查/、/出具/产品/方案/、/风控/方案/，/具有/一定/推动/产品/落地/能力/；/4/./负责/已/投/项目/的/投后/管理/、/风险/监控/、/业务/档案管理/等/；/5/./负责/公司/各/业务/条线/（/含/子公司/）/经营/分析/，/组织/落实/相应/业务/考核/及/年度/经营/进度/;/6/./公司/投资/中心/、/资产/管理中心/及/供应链/中心/业务/赋能/融合/工作/；/7/./协同/配合/相关/国资委/审计/监管/等/相关/工作/；/8/./根据/公司/要求/完成/安排/的/其他/工作/；/任职/要求/：/1/./有/较/强/的/抗压/能力/、/具有/较强/的/风险/识别/及/研判/能力/、/业务/逻辑/清晰/、/有/一定/的/项目/落地/经验/；/2/./金融/、/供应链/、/新能源/相关/行业/1/年/以上/相关/运营/经验/；/熟悉/资本/市场/金融工具/，/熟悉/股权/、/债权/投资/逻辑/、/包括/不/限于/一级/市场/、/二级/市场/、/资产/管理/、/供应链/（/大宗/农贸/）/落地/等/经验者/优先/；/3/./对行/金融/行业/监管/有/一定/的/了解/；/金融/财务/风控/法务/相关/背景/优先/，/大学本科/及/以上学历/；/4/./情商/高/，/有/一定/的/抗压性/。
50459,上海久光百货有限公司,职责/描述/：/1/./全面/负责/所在/楼层/及/品类/商品/的/整体/运营/管理工作/；/2/./根据/商场/年度/运营/目标/，/组织/所在/楼层/完成/公司/下达/的/各项/经营/指标/；/3/./根据/所/负责/的/楼层/及/品类/进行/全方位/的/市场/调查/，/预测/市场/发展趋势/，/针对/市场/变化/和/需要/，/为/合理/挑选/供应商/提出/建议/；/4/./根据/集团/整体/发展/战略/，/对/所/负责/楼层/及/品类/的/招商/整体/战略/及/计划/提出/建议/，/并/参与/实施/；/5/./负责/营运/管理/中/，/商户/组合/动态/调整/，/维护/与/供应商/长期/良好/的/合作/关系/，/保持/集团/品牌形象/；/6/./组织/对/竞争对手/的/调查/和/顾客/消费行为/的/调查/，/制订/所/负责/楼层/的/应对/措施/和/调整/方案/；/7/./熟悉/商铺/品牌/及/租赁/管理/，/建立/并/维护/良好/的/供应商/及/租户/关系/，/进行/商场/的/市场/定位/及/品牌/组合/方案/的/策略/，/合理/规划/商场/整体/布局/；/8/./负责/所在/楼层/的/人员/管理/及/培训/，/提高/团队/凝聚力/；/9/./解决/所在/楼层/内较/严重/的/顾客/投拆/，/确保/提供/良好/的/顾客/服务/体验/；/10/./负责/监管/所在/楼层/的/营运/安全/，/保证/设施/设备/正常/运行/，/保安/保洁/，/使/内外部/的/整体/环境/处于/良好/的/营运/状态/；/11/./与/当地政府/、/相应/职能部门/建立/良好/关系/，/确保/商场/营运/工作/有序/推进/；/12/./完成/上级领导/下达/的/其他/工作/。/任职/要求/：/1/./年龄/30/岁/至/45/岁/，/工商管理/、/市场营销/、/财务管理/等/相关/专业本科/或/以上学历/；/2/./具有/五年/及/以上/百货/零售/企业/管理工作/经验/，/具有/三年/及/以上/大型/百货/零售/运营/管理工作/经验/；/3/./熟悉/百货/零售/全面/业务流程/，/在/团队/管理/方面/有/较/强/的/领导/技巧/和/才能/；/4/./具有/较强/的/经营/管理/理念/以及/实施/能力/；/5/./具有/敏锐/的/市场/洞察力/和/商务谈判/能力/；/6/./具有/优秀/的/项目管理/能力/，/严谨/的/组织/策划/能力/；/7/./品行端正/、/稳重/大方/、/具有/良好/的/职业/操守/。
54675,正大青春宝药业有限公司,工作/职责/：/1/./负责/公司/产品/在/上海地区/的/开发/和/推广/，/并/达成/相应/的/绩效/目标/；/2/./负责/目标/区域/内/市场/和/客户/管理/，/宣传/公司/品牌/；/3/./完成/公司/规定/的/各类/销售/报表/。/岗位/要求/：/1/./大专/以上学历/，/医学/、/药学/或/相关/专业/毕业/；/2/./热爱/销售/工作/，/勤奋/踏实/，/能/承受/工作/压力/；/3/./较强/的/沟通/和/协调/能力/，/有/团队精神/；/4/./在/当地/有/较/好/的/客户资源者/优先/。
44077,上海雷允上药业西区有限公司,岗位职责/1/、/根据/病人/情况/，/制定/详细/的/治疗/方案/；/2/、/耐心/、/清楚/地向/病人/解释/病情/及/治疗/方案/，/保证/病人/充分/理解/和/同意/；/3/、/根据/公司/要求/，/规范/、/详细/书写/病历/和/处方/，/完善/病历/档案/；/4/、/指导/护士/进行/相关/的/检查/及/治疗/，/并/培训/护士/口腔/护理/技能/；/5/、/认真执行/各项/规章制度/和/技术/操作/常规/；/6/、/主动/学习/和/运用/国内外/先进/医学/科学技术/、/开展/新/技术/、/新疗法/，/协助/和/配合/完成/义诊/及/宣传/工作/；/7/、/规范/使用/口腔/设备/并/负责/设备/的/维护/；/8/、/完成/上级领导/交办/的/其他/工作/。/任职/资格/1/、/口腔/专业/统招/硕士/及/以上学历/，/有/规培/经历/优先/，/公立医院/工作/经验/优先/2/、/精通/口腔/临床/技能/操作/，/全科///早/矫///儿牙/方向/优先/3/、/有/《/医师/执业/证书/》/，/主治医生/资格/以上者/优先/4/、/擅长/病患/管理/，/具备/良好/的/沟通/能力/5/、/积极进取/、/有/工作/热情/，/具备/良好/的/职业/素养/和/形象
89860,上海和黄药业,1/、/根据/公司/推广/目标/和/策略/，/结合/所/辖/区域/的/市场/、/竞品/及/客户/情况/，/通过/专业/拜访/及/学术/研讨/活动/，/提供/专业/服务/，/传递/产品/信息/，/维护/公司/信誉/，/完成/所/辖/区域/的/业务/目标/；/2/、/分配/和/使用/区域/学术/资源/，/保证/资源/投入/的/合规/、/合理/和/有效/；/3/、/根据/公司/市场部/要求/及/区域/市场/计划/，/完成/区域/内/的/各项/市场推广/活动/；/4/、/收集/与/分析/区域/内/市场/信息/，/及时/、/准确/提交/各项/报表/；/任职/要求/：/1/、/专科/及/以上/，/医学/、/药学/相关/专业/；/2/、/工作/认真/，/责任心/强/，/勤奋/踏实/，/具备/务实精神/；/3/、/善于/沟通/，/能/承受/压力/且/具有/良好/的/市场/开拓/能力/。
89511,石家庄市庞大本兴汽车销售服务有限公司,【/岗位职责/】/作为/汽车/销售/顾问/，/您/将/负责/展示/并/推广/公司/的/新款/及/现有/车型/，/通过/有效/的/沟通/技巧/与/客户/创建/良好/关系/，/达成/购车/协议/，/并/提供/优质/售后服务/。/您/的/主要/任务/是/挖掘/潜在/市场/，/执行/销售策略/，/完成/月度/销售/目标/。/【/任职/要求/】/1/./拥有/良好/的/人际交往/能力/和/客户服务/意识/；/2/./至少/高中/及/以上学历/，/具备/一定/的/汽车行业/知识/或/接受/过/产品/培训/优先/；/3/./具备/至少/一年/以上/的/汽车/销售/经验/，/熟悉/销售/渠道/（/如面销/、/渠道/销售/）/者/优先/；/4/./如/持有/驾驶执照/，/能/适应/外勤/工作/以及/偶尔/出差/的/需求/。/【/福利待遇/】/1/./提供/具有/竞争力/的/薪酬/体系/，/可/根据/业绩/实行/提成/制度/；/2/./薪资/结构/含/基本工资/+/丰厚/绩效奖金/；/3/./完善/的/职业/发展/路径/和/晋升/机会/；/4/./公司/提供/全面/的/产品/知识/培训/和/支持系统/；/5/./入职/缴纳/五险/一金/，/单休/，/伙食/补贴/。/来自/马克/数据网
48345,福耀玻璃（苏州）有限公司,工作/职责/：/1/、/负责/设计/视觉/系统/与/机械/结构/的/集成/方案/；/2/、/负责/完成/相机/选型/、/光源/优化/等/硬件/适配/工作/，/算法/工程化/落地/；/3/、/负责/视觉/算法/移植/到/嵌入式/平台/（/如/FPGA/、/多核/MPU/）/，/满足/实时性/要求/；/4/、/负责/开发/视觉/检测/系统/的/调试/工具/，/支持/产线/快速/部署/与/故障诊断/；/5/、/负责/方案/测试/，/完成/流程/优化/、/查找/漏洞/、/修复/BUG/、/小批量/测试/；/6/、/负责/对接/UI界面/开发/与/软件开发/工作/。/岗位/要求/：/1/、/本科/及/以上学历/，/计算机///自动化///机械/电子/专业/优先/；/2/、/3/年/以上/非标/行业/视觉/算法/经验/、/设备/自动化/经验/；/3/、/精通/C++///Python/，/熟悉/Halcon///OpenCV/等/工具/库/，/熟悉/PyTorch///TensorFlow/框架/；/4/、/具备/良好/的/沟通/解决/工装/及/设备/自动化/问题/的/能力/。
75782,北新防水有限公司,岗位职责/：/1/./民建/业务/销售策略/、/销售/政策/、/销售/计划/和/进行/销售/预测/；/2/./拓展/零售/渠道/、/网点/开发/、/品牌/宣传/、/专业/会议/等/，/完成/既定目标/；/3/./控制/销售/预算/、/销售费用/、/销售/范围/与/销售/目标/的/平衡/发展/；/4/./收集/各种/市场/信息/，/并/及时/反馈/给/上级/与/其他/有关/部门/；/职位/要求/：/1/、/大专/以上学历/、/专业/不/限/；/2/、/年龄/35/岁/以下/，/性别/不/限/；/3/、/2/年/以上/建材/渠道/销售/经验/，/有/零售/分销/经验/优先/考虑/；/4/、/吃苦耐劳/，/能/出差///驻外/地/工作者/优先/。/职位/福利/：/五险/一金/、/交通/补助/、/通讯/补助/职位/亮点/：/央企/、/上市公司/、/大/平台
48352,福耀集团（上海）汽车玻璃有限公司,岗位职责/：/1/、/负责/制定/冲压/工序/的/工艺/标准/，/及时/更新/，/保障/其/有效性/；/2/、/负责/冲压/模具/的/设计/评审/，/提高/模具设计/和/应用/能力/；/3/、/负责/冲压/工艺/改善/和/技术难题/攻关/，/提升/成品率/，/并/形成/知识库/；/4/、/负责/冲压/工序/的/工艺/布局/、/自动化/连线/，/及/技术改造/方案/的/实现/；/5/、/对/冲压/生产/过程/定期/进行/监督/检查/；/6/、/负责/冲压/相关/提质/增效/项目/的/开展/；/7/、/负责/新/铝/板材/的/开发/、/验证/；/8/、/负责/本/模块/环安/管理体系/文件/的/建立/、/执行/、/完善/与/管理/。/9/、/负责/本/模块/的/专利/撰写/和/经验/库/积累/工作/。/任职/要求/：/1/、/本科/及/以上学历/优先/，/机械制造/、/模具/等/相关/专业/优先/2/、/2/2/、/2/年/及/以上/相关/工作/经验/；/3/、/熟练/使用/UG/或/CATIA/等/三维/软件/，/会/冲压/仿真/软件者/优先/考虑/；/4/、/熟悉/冲压/模具/构造/；/5/、/了解/冲压/工艺流程/；/6/、/熟悉/铝合金/板材/的/特性
3891,瑞昌中建材光电材料有限公司,1/./负责/薄膜/太阳能/发电/玻璃/在/海外/市场/的/销售/与/推广/，/制定/并/执行/市场/拓展/策略/，/完成/销售/目标/。/2/./深入/了解/目标/市场/（/如/欧美/、/亚太/、/中东/、/非洲/等/地区/）/的/行业动态/、/政策法规/和/客户/需求/，/挖掘/潜在/客户资源/。/3/./维护/和/发展/与/国际/客户/的/长期/合作/关系/，/提供/专业/的/售前/、/售中/和/售后服务/支持/。/4/./协助/公司/制定/海外/市场/的/价格/策略/、/产品/策略/和/推广/计划/，/提升/品牌/知名度/和/市场份额/。/5/./参加/国际/行业/展会/、/研讨会/等/活动/，/展示/公司/产品/和/技术/优势/，/收集/市场/反馈/信息/。/任职/要求/：/1/./本科/及/以上学历/，/国际贸易/、/市场营销/、/新能源/等/相关/专业/优先/。/2/./具备/3/年/以上/海外/销售/经验/，/有/新能源/、/光伏/行业/背景者/优先/。/3/./具备/一定/的/电气/、/幕墙/、/建筑/、/结构/等/相关/专业/技术/基础知识/，/以及/一定/的/光伏/电站/项目管理/经验者/优先/。/4/./熟悉/海外/市场/拓展/流程/和/销售/技巧/，/具备/良好/的/客户关系/管理/能力/。/5/./具备/出色/的/英语/沟通/能力/，/能够/熟练/使用/英语/进行/商务谈判/和/书面/交流/。/6/./具备/较强/的/市场/洞察力/和/数据分析/能力/，/能够/根据/市场/反馈/调整/销售策略/。/7/./能够/适应/海内外/出差/。
